"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","SHAPE_LEN","COMUNE_u","COD_COM_6d","COD_REG20","COD_REG21","NOME_NUTS2","DEN_REG","NUTS2","DEN_RIP","COD_REGIONE","reg_file","new_code"
2,4,21,0,21,21006,"021006","Badia","Abtei",0,48111.8376068,"BADIA","021006","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021006"
3,9,51,0,51,51015,"051015","Chiusi della Verna",NA,0,75019.6441179,"CHIUSI DELLA VERNA","051015","090","090","Toscana","Toscana","ITE1","Centro","Toscana","Toscana","051015"
2,5,26,0,26,26061,"026061","Possagno",NA,0,21104.3898976,"POSSAGNO","026061","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","026061"
2,5,26,0,26,26062,"026062","Povegliano",NA,0,22471.5518799,"POVEGLIANO","026062","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","026062"
2,6,30,0,30,30029,"030029","Comeglians",NA,0,31266.1852834,"COMEGLIANS","030029","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030029"
2,6,30,0,30,30030,"030030","Corno di Rosazzo",NA,0,21835.7461042,"CORNO DI ROSAZZO","030030","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030030"
2,6,30,0,30,30067,"030067","Ovaro",NA,0,47593.750696,"OVARO","030067","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030067"
2,6,30,0,30,30046,"030046","Latisana",NA,0,53018.1398977,"LATISANA","030046","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030046"
2,6,30,0,30,30123,"030123","Torviscosa",NA,0,41552.2291711,"TORVISCOSA","030123","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030123"
2,6,30,0,30,30097,"030097","Ronchis",NA,0,25496.8434985,"RONCHIS","030097","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030097"
2,6,30,0,30,30098,"030098","Ruda",NA,0,32901.3345849,"RUDA","030098","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030098"
2,6,30,0,30,30015,"030015","Camino al Tagliamento",NA,0,24687.7693733,"CAMINO AL TAGLIAMENTO","030015","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030015"
2,5,26,0,26,26063,"026063","Preganziol",NA,0,32423.5785937,"PREGANZIOL","026063","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","026063"
2,5,24,0,24,24116,"024116","Vicenza",NA,1,66299.4799902,"VICENZA","024116","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","024116"
2,6,30,0,30,30068,"030068","Pagnacco",NA,0,22624.4790053,"PAGNACCO","030068","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030068"
2,6,31,0,31,31010,"031010","Mariano del Friuli",NA,0,14151.0228673,"MARIANO DEL FRIULI","031010","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","031010"
2,6,31,0,31,31011,"031011","Medea",NA,0,16294.5589401,"MEDEA","031011","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","031011"
2,6,30,0,30,30124,"030124","Trasaghis",NA,0,42275.4565264,"TRASAGHIS","030124","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030124"
2,6,30,0,30,30085,"030085","Prepotto",NA,0,46328.5063502,"PREPOTTO","030085","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030085"
2,6,30,0,30,30016,"030016","Campoformido",NA,0,28396.8769441,"CAMPOFORMIDO","030016","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030016"
2,6,30,0,30,30018,"030018","Carlino",NA,0,30663.7183051,"CARLINO","030018","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030018"
2,6,30,0,30,30019,"030019","Cassacco",NA,0,20104.5492848,"CASSACCO","030019","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","030019"
2,8,34,0,34,34012,"034012","Corniglio",NA,0,74748.3515063,"CORNIGLIO","034012","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","034012"
2,8,34,0,34,34007,"034007","Busseto",NA,0,58903.4821064,"BUSSETO","034007","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","034007"
2,8,33,0,33,33019,"033019","Farini",NA,0,69493.7015079,"FARINI","033019","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033019"
2,8,33,0,33,33007,"033007","Cadeo",NA,0,34659.3312544,"CADEO","033007","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033007"
2,6,32,0,32,32001,"032001","Duino Aurisina","Devin Nabrežina",0,37888.8852689,"DUINO AURISINA","032001","060","060","Friuli-Venezia Giulia","Friuli Venezia Giulia","ITD4","Nord-Est","Friuli-Venezia Giulia","FriuliVeneziaGiulia","032001"
2,8,33,0,33,33041,"033041","San Pietro in Cerro",NA,0,34777.9740365,"SAN PIETRO IN CERRO","033041","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033041"
2,8,33,0,33,33042,"033042","Sarmato",NA,0,29030.9252046,"SARMATO","033042","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033042"
2,8,36,0,36,36001,"036001","Bastiglia",NA,0,18980.4946131,"BASTIGLIA","036001","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","036001"
2,8,33,0,33,33023,"033023","Gossolengo",NA,0,35231.7009749,"GOSSOLENGO","033023","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033023"
2,8,33,0,33,33024,"033024","Gragnano Trebbiense",NA,0,32241.2494188,"GRAGNANO TREBBIENSE","033024","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033024"
2,8,33,0,33,33028,"033028","Morfasso",NA,0,52757.7248198,"MORFASSO","033028","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033028"
2,8,33,0,33,33015,"033015","Cerignale",NA,0,34676.0949146,"CERIGNALE","033015","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033015"
2,8,33,0,33,33046,"033046","Villanova sull'Arda",NA,0,33613.9925251,"VILLANOVA SULL'ARDA","033046","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","033046"
2,4,21,0,21,21103,"021103","Tubre","Taufers im Münstertal",0,33237.3240431,"TUBRE","021103","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021103"
3,11,44,0,44,44071,"044071","Spinetoli",NA,0,18908.9788459,"SPINETOLI","044071","110","110","Marche","Marche","ITE3","Centro","Marche","Marche","044071"
3,9,45,0,45,45001,"045001","Aulla",NA,0,49114.4077501,"AULLA","045001","090","090","Toscana","Toscana","ITE1","Centro","Toscana","Toscana","045001"
2,4,21,0,21,21113,"021113","Villabassa","Niederdorf",0,28434.31455,"VILLABASSA","021113","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021113"
2,4,22,0,22,22025,"022025","Brentonico",NA,0,40043.1713564,"BRENTONICO","022025","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022025"
2,4,21,0,21,21117,"021117","La Valle","Wengen",0,33942.0662054,"LA VALLE","021117","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021117"
2,4,22,0,22,22017,"022017","Bleggio Superiore",NA,0,32970.8945063,"BLEGGIO SUPERIORE","022017","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022017"
2,4,22,0,22,22018,"022018","Bocenago",NA,0,12133.6434286,"BOCENAGO","022018","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022018"
3,11,44,0,44,44064,"044064","Roccafluvione",NA,0,53711.8351701,"ROCCAFLUVIONE","044064","110","110","Marche","Marche","ITE3","Centro","Marche","Marche","044064"
4,15,65,0,65,65151,"065151","Tramonti",NA,0,22184.3356754,"TRAMONTI","065151","150","150","Campania","Campania","ITF3","Sud","Campania","Campania","065151"
4,14,70,0,70,70060,"070060","Roccavivara",NA,0,21089.9162369,"ROCCAVIVARA","070060","140","140","Molise","Molise","ITF2","Sud","Molise","Molise","070060"
4,14,70,0,70,70076,"070076","Spinete",NA,0,17190.848147,"SPINETE","070076","140","140","Molise","Molise","ITF2","Sud","Molise","Molise","070076"
4,14,70,0,70,70078,"070078","Termoli",NA,0,49686.8094075,"TERMOLI","070078","140","140","Molise","Molise","ITF2","Sud","Molise","Molise","070078"
1,3,20,0,20,20050,"020050","Rivarolo Mantovano",NA,0,27810.2860573,"RIVAROLO MANTOVANO","020050","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","020050"
1,3,20,0,20,20051,"020051","Rodigo",NA,0,35917.0612626,"RODIGO","020051","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","020051"
1,3,15,215,215,15007,"015007","Arconate",NA,0,18958.624814,"ARCONATE","015007","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","015007"
4,15,65,0,65,65152,"065152","Trentinara",NA,0,25784.4499746,"TRENTINARA","065152","150","150","Campania","Campania","ITF3","Sud","Campania","Campania","065152"
4,15,65,0,65,65153,"065153","Valle dell'Angelo",NA,0,38835.301611,"VALLE DELL'ANGELO","065153","150","150","Campania","Campania","ITF3","Sud","Campania","Campania","065153"
1,3,12,0,12,12117,"012117","Saltrio",NA,0,8587.77896252,"SALTRIO","012117","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","012117"
1,3,13,0,13,13157,"013157","Montorfano",NA,0,11409.970539,"MONTORFANO","013157","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013157"
1,3,12,0,12,12110,"012110","Orino",NA,0,8660.22281462,"ORINO","012110","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","012110"
1,3,12,0,12,12113,"012113","Porto Ceresio",NA,0,13023.8467619,"PORTO CERESIO","012113","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","012113"
1,3,12,0,12,12114,"012114","Porto Valtravaglia",NA,0,21766.3073822,"PORTO VALTRAVAGLIA","012114","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","012114"
1,3,12,0,12,12115,"012115","Rancio Valcuvia",NA,0,15673.3650431,"RANCIO VALCUVIA","012115","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","012115"
1,1,6,0,6,6118,"006118","Olivola",NA,0,8483.39461009,"OLIVOLA","006118","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006118"
1,1,6,0,6,6119,"006119","Orsara Bormida",NA,0,10722.7579256,"ORSARA BORMIDA","006119","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006119"
1,2,7,0,7,7025,"007025","Emarèse",NA,0,15638.336348,"EMARÈSE","007025","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007025"
1,2,7,0,7,7026,"007026","Etroubles",NA,0,31424.3213801,"ETROUBLES","007026","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007026"
1,1,6,0,6,6144,"006144","Rivalta Bormida",NA,0,22775.9519603,"RIVALTA BORMIDA","006144","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006144"
1,1,6,0,6,6145,"006145","Rivarone",NA,0,15870.7784566,"RIVARONE","006145","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006145"
1,2,7,0,7,7035,"007035","Introd",NA,0,28547.1077705,"INTROD","007035","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007035"
1,1,6,0,6,6154,"006154","San Salvatore Monferrato",NA,0,31561.612451,"SAN SALVATORE MONFERRATO","006154","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006154"
2,5,28,0,28,28104,"028104","Villanova di Camposampiero",NA,0,16626.114209,"VILLANOVA DI CAMPOSAMPIERO","028104","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","028104"
2,8,37,237,237,37001,"037001","Anzola dell'Emilia",NA,0,46058.1650204,"ANZOLA DELL'EMILIA","037001","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037001"
2,8,37,237,237,37007,"037007","Borgo Tossignano",NA,0,31301.6546352,"BORGO TOSSIGNANO","037007","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037007"
2,8,35,0,35,35039,"035039","Sant'Ilario d'Enza",NA,0,30557.2480371,"SANT'ILARIO D'ENZA","035039","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","035039"
2,8,35,0,35,35040,"035040","Scandiano",NA,0,49215.9276203,"SCANDIANO","035040","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","035040"
2,5,28,0,28,28060,"028060","Padova",NA,1,72661.1462087,"PADOVA","028060","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","028060"
2,8,35,0,35,35032,"035032","Reggiolo",NA,0,37431.979184,"REGGIOLO","035032","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","035032"
2,8,36,0,36,36017,"036017","Guiglia",NA,0,32847.2322334,"GUIGLIA","036017","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","036017"
2,5,28,0,28,28105,"028105","Vo'",NA,0,24238.4653473,"VO'","028105","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","028105"
2,5,28,0,28,28106,"028106","Due Carrare",NA,0,23385.160495,"DUE CARRARE","028106","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","028106"
2,5,29,0,29,29003,"029003","Arquà Polesine",NA,0,22345.9178478,"ARQUÀ POLESINE","029003","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","029003"
1,3,17,0,17,17026,"017026","Brandico",NA,0,16349.0548113,"BRANDICO","017026","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","017026"
2,8,36,0,36,36012,"036012","Finale Emilia",NA,0,57166.4640785,"FINALE EMILIA","036012","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","036012"
2,8,36,0,36,36018,"036018","Lama Mocogno",NA,0,45586.2860066,"LAMA MOCOGNO","036018","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","036018"
1,3,17,0,17,17027,"017027","Braone",NA,0,23378.0347827,"BRAONE","017027","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","017027"
1,3,17,0,17,17030,"017030","Brione",NA,0,19179.1435409,"BRIONE","017030","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","017030"
2,8,37,237,237,37044,"037044","Monzuno",NA,0,56903.2686014,"MONZUNO","037044","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037044"
2,8,37,237,237,37045,"037045","Mordano",NA,0,20844.217485,"MORDANO","037045","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037045"
2,8,37,237,237,37027,"037027","Gaggio Montano",NA,0,40879.3137811,"GAGGIO MONTANO","037027","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037027"
2,8,37,237,237,37028,"037028","Galliera",NA,0,35949.1567265,"GALLIERA","037028","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037028"
2,8,37,237,237,37031,"037031","Grizzana Morandi",NA,0,54743.8837816,"GRIZZANA MORANDI","037031","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","037031"
2,8,38,0,38,38005,"038005","Codigoro",NA,0,89104.599267,"CODIGORO","038005","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","038005"
2,8,39,0,39,39004,"039004","Brisighella",NA,0,103898.903169,"BRISIGHELLA","039004","080","080","Emilia-Romagna","Emilia-Romagna","ITD5","Nord-Est","Emilia-Romagna","EmiliaRomagna","039004"
1,3,13,0,13,13026,"013026","Blevio",NA,0,9857.86027702,"BLEVIO","013026","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013026"
1,3,13,0,13,13028,"013028","Bregnano",NA,0,15239.7393191,"BREGNANO","013028","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013028"
1,3,13,0,13,13029,"013029","Brenna",NA,0,13382.5117219,"BRENNA","013029","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013029"
1,3,13,0,13,13030,"013030","Brienno",NA,0,14014.1043237,"BRIENNO","013030","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013030"
1,3,13,0,13,13032,"013032","Brunate",NA,0,8502.46220594,"BRUNATE","013032","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013032"
4,15,65,0,65,65146,"065146","Teggiano",NA,0,73563.5338495,"TEGGIANO","065146","150","150","Campania","Campania","ITF3","Sud","Campania","Campania","065146"
3,9,45,0,45,45008,"045008","Fosdinovo",NA,0,41431.8505376,"FOSDINOVO","045008","090","090","Toscana","Toscana","ITE1","Centro","Toscana","Toscana","045008"
1,2,7,0,7,7057,"007057","Roisan",NA,0,16185.4241354,"ROISAN","007057","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007057"
1,1,6,0,6,6092,"006092","Melazzo",NA,0,28016.0677081,"MELAZZO","006092","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006092"
1,3,13,0,13,13143,"013143","Mariano Comense",NA,0,25518.8178155,"MARIANO COMENSE","013143","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013143"
1,3,13,0,13,13144,"013144","Maslianico",NA,0,5030.56640643,"MASLIANICO","013144","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","013144"
1,1,4,0,4,4022,"004022","Bernezzo",NA,0,26838.5869745,"BERNEZZO","004022","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","004022"
1,1,6,0,6,6176,"006176","Trisobbio",NA,0,17327.3044057,"TRISOBBIO","006176","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006176"
1,1,6,0,6,6180,"006180","Vignole Borbera",NA,0,14416.4105575,"VIGNOLE BORBERA","006180","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006180"
2,4,21,0,21,21053,"021053","Montagna","Montan",0,34510.05751,"MONTAGNA","021053","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021053"
1,2,7,0,7,7003,"007003","Aosta",NA,1,26929.797658,"AOSTA","007003","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007003"
1,2,7,0,7,7004,"007004","Arnad",NA,0,27986.7093405,"ARNAD","007004","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007004"
2,4,21,0,21,21072,"021072","Renon","Ritten",0,56809.4328222,"RENON","021072","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021072"
2,4,21,0,21,21054,"021054","Moso in Passiria","Moos in Passeier",0,78950.9876852,"MOSO IN PASSIRIA","021054","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021054"
1,2,7,0,7,7017,"007017","Champdepraz",NA,0,32997.3020632,"CHAMPDEPRAZ","007017","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007017"
1,2,7,0,7,7018,"007018","Champorcher",NA,0,40608.7399119,"CHAMPORCHER","007018","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007018"
1,2,7,0,7,7019,"007019","Charvensod",NA,0,24123.4673915,"CHARVENSOD","007019","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007019"
2,4,21,0,21,21079,"021079","San Genesio Atesino","Jenesien",0,45592.9554662,"SAN GENESIO ATESINO","021079","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021079"
1,2,7,0,7,7005,"007005","Arvier",NA,0,41798.3837179,"ARVIER","007005","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007005"
1,2,7,0,7,7006,"007006","Avise",NA,0,58323.0976043,"AVISE","007006","020","020","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta","ITC2","Nord-Ovest","Valle d'Aosta","ValledAosta","007006"
2,4,21,0,21,21074,"021074","Rio di Pusteria","Mühlbach",0,49051.1494418,"RIO DI PUSTERIA","021074","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021074"
2,4,21,0,21,21075,"021075","Rodengo","Rodeneck",0,31643.5031971,"RODENGO","021075","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021075"
2,4,21,0,21,21052,"021052","Monguelfo-Tesido","Welsberg-Taisten",0,51385.7562294,"MONGUELFO-TESIDO","021052","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021052"
2,4,21,0,21,21069,"021069","Proves","Proveis",0,24031.5048091,"PROVES","021069","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021069"
2,4,21,0,21,21055,"021055","Nalles","Nals",0,21932.2412204,"NALLES","021055","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021055"
2,4,21,0,21,21057,"021057","Naz-Sciaves","Natz-Schabs",0,27691.9987896,"NAZ-SCIAVES","021057","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021057"
1,1,4,0,4,4191,"004191","Roccasparvera",NA,0,17065.4366862,"ROCCASPARVERA","004191","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","004191"
2,4,21,0,21,21064,"021064","Plaus","Plaus",0,13272.9751212,"PLAUS","021064","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021064"
2,4,21,0,21,21065,"021065","Ponte Gardena","Waidbruck",0,9227.83436753,"PONTE GARDENA","021065","040","041","Provincia Autonoma di Bolzano/Bozen","Trentino-Alto Adige","ITD1","Nord-Est","Bolzano","Bolzano","021065"
1,1,3,0,3,3119,"003119","Pisano",NA,0,9532.4417707,"PISANO","003119","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","003119"
1,1,3,0,3,3120,"003120","Pogno",NA,0,17038.2367278,"POGNO","003120","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","003120"
1,1,1,201,201,1065,"001065","Castagnole Piemonte",NA,0,21521.3779159,"CASTAGNOLE PIEMONTE","001065","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001065"
1,1,1,201,201,1088,"001088","Coassolo Torinese",NA,0,25872.7155933,"COASSOLO TORINESE","001088","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001088"
1,1,1,201,201,1090,"001090","Collegno",NA,0,19545.921531,"COLLEGNO","001090","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001090"
1,1,1,201,201,1025,"001025","Bibiana",NA,0,25364.2175099,"BIBIANA","001025","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001025"
1,1,1,201,201,1030,"001030","Borgofranco d'Ivrea",NA,0,20064.0285363,"BORGOFRANCO D'IVREA","001030","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001030"
